store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
6833201851828843752,60.0,0.0,460.0,0.0,3360,0
1689984988800150859,60.0,0.0,897.0,0.0,6552,0
3565831738235015999,60.0,0.0,437.0,0.0,3192,0
6461395558733160426,60.0,0.0,460.0,0.0,3360,0
1777282730371939903,60.0,0.0,437.0,0.0,3192,0
1937538723965003587,60.0,0.0,437.0,0.0,3192,0
1808989152641637846,0.0,0.0,0.0,0.0,0,0
3135240072047027779,60.0,0.0,437.0,0.0,3192,0
6229719287924297334,0.0,0.0,0.0,0.0,0,0
7435903762580226016,60.0,0.0,874.0,0.0,6384,0
173008600959739084,45.0,15.0,276.0,161.0,2016,1176
4565647203555971306,60.0,0.0,897.0,0.0,6552,0
3138536121858156832,60.0,0.0,437.0,0.0,3192,0
4061572316682445820,60.0,0.0,289.0,0.0,2856,0
4670600325857127004,60.0,0.0,437.0,0.0,3192,0
2540298773612420171,60.0,0.0,460.0,0.0,3360,0
8856540638510260904,60.0,0.0,460.0,0.0,3360,0
4766824697735125732,60.0,0.0,460.0,0.0,3360,0
6434273721932976366,30.0,0.0,240.0,0.0,2520,0
200167416351454357,24.0,0.0,24.0,0.0,336,0
5208458680085208410,36.0,0.0,36.0,0.0,504,0
4363173458055484635,60.0,0.0,437.0,0.0,3192,0
5795061856826115010,26.0,0.0,26.0,0.0,288,0
6900503045082626780,0.0,0.0,0.0,0.0,0,0
2932579304093439013,60.0,0.0,135.0,0.0,1512,0
9176290774634823041,24.0,0.0,24.0,0.0,336,0
901663360965797831,26.0,0.0,26.0,0.0,336,0
7771293565212721563,14.0,0.0,14.0,0.0,336,0
6829642666030393819,0.0,0.0,0.0,0.0,0,0
4712766658155927281,0.0,0.0,0.0,0.0,0,0
3179301914948517223,60.0,0.0,112.0,0.0,1344,0
8469745967768965069,22.0,0.0,22.0,0.0,336,0
758519570375246396,24.0,0.0,24.0,0.0,336,0
2261418091905381714,0.0,0.0,0.0,0.0,0,0
1748484963257356304,39.0,0.0,39.0,0.0,504,0
1291616343717800594,60.0,0.0,91.0,0.0,1176,0
2832816835981192335,60.0,0.0,91.0,0.0,1176,0
6550872265195825149,33.0,0.0,33.0,0.0,504,0
554867581952741474,30.0,0.0,30.0,0.0,504,0
8008203353008736898,0.0,0.0,0.0,0.0,0,0
3575642812735682569,60.0,0.0,272.0,0.0,2688,0
7232252472638076370,60.0,0.0,104.0,0.0,1344,0
1312468396215948841,60.0,0.0,437.0,0.0,3192,0
8656974969835091987,33.0,0.0,33.0,0.0,504,0
1280895621280357418,33.0,0.0,33.0,0.0,504,0
1168158950802293436,0.0,0.0,0.0,0.0,0,0
231472248821231732,60.0,0.0,897.0,0.0,6552,0
1213381968396960584,60.0,0.0,874.0,0.0,6384,0
871696124274661954,24.0,0.0,24.0,0.0,336,0
8158574425503693718,24.0,0.0,24.0,0.0,336,0
8423868630704717172,27.0,0.0,27.0,0.0,504,0
7590618677812053672,60.0,0.0,128.0,0.0,1344,0
6901126760053929802,60.0,0.0,437.0,0.0,3192,0
3627697585993910104,60.0,0.0,136.0,0.0,1344,0
4572534727029866113,0.0,0.0,0.0,0.0,0,0
731968556305490274,36.0,0.0,36.0,0.0,504,0
7799427948315267498,36.0,0.0,36.0,0.0,504,0
6358850518527971767,60.0,0.0,144.0,0.0,1344,0
2252311616296972219,30.0,0.0,30.0,0.0,504,0
191331733720214713,21.0,0.0,21.0,0.0,504,0
1192951921915455127,0.0,0.0,0.0,0.0,0,0
8722530629876555495,24.0,0.0,24.0,0.0,336,0
